qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p
WP_002854338.1	XP_022243209.1	64.9	8.57E-07	820	881	361	43	17.452	6850	transmembrane and TPR repeat-containing protein 1-like [Limulus polyphemus]	Limulus polyphemus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Chelicerata	Merostomata	Xiphosura	Limulidae	Limulus	
WP_002854338.1	PYQ41749.1	64.9	8.62E-07	820	1172	190	22	18.421	1978231	hypothetical protein DMG99_10550 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	OBQ41854.1	64.9	8.62E-07	820	1210	409	86	19.315	1710886	hypothetical protein AN485_00840 [Anabaena sp. MDT14b]	Anabaena sp. MDT14b	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Anabaena								
WP_002854338.1	OBQ41854.1	60.3	2.7E-05	820	1210	726	86	16.391	1710886	hypothetical protein AN485_00840 [Anabaena sp. MDT14b]	Anabaena sp. MDT14b	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Anabaena								
WP_002854338.1	WP_012546646.1	64.5	8.63E-07	820	542	409	49	16.137	28262;289376	tetratricopeptide repeat protein [Thermodesulfovibrio yellowstonii]	Thermodesulfovibrio yellowstonii	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio									
WP_002854338.1	WP_012546646.1	64.5	8.93E-07	820	542	409	49	17.359	28262;289376	tetratricopeptide repeat protein [Thermodesulfovibrio yellowstonii]	Thermodesulfovibrio yellowstonii	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio									
WP_002854338.1	TKB73077.1	64.5	8.64E-07	820	617	376	44	17.553	70125	tetratricopeptide repeat protein [Nitrospira sp.]	Nitrospira sp.	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira									
WP_002854338.1	TKB73077.1	63.8	1.46E-06	820	617	260	44	19.231	70125	tetratricopeptide repeat protein [Nitrospira sp.]	Nitrospira sp.	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira									
WP_002854338.1	OGW77046.1	64.5	8.7E-07	820	588	399	47	17.794	1801821	hypothetical protein A3C51_01540 [Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_20]	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_20	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica											
WP_002854338.1	OGW77046.1	63	2.27E-06	820	588	385	47	18.961	1801821	hypothetical protein A3C51_01540 [Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_20]	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_20	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica											
WP_002854338.1	OGW77046.1	55.3	0.000704	820	588	235	47	18.298	1801821	hypothetical protein A3C51_01540 [Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_20]	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_20	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica											
WP_002854338.1	RKY07945.1	64.5	8.72E-07	820	565	262	31	21.756	2026780	hypothetical protein DRP65_09795 [Planctomycetes bacterium]	Planctomycetes bacterium	cellular organisms	Bacteria	PVC group	Planctomycetes	unclassified Planctomycetes											
WP_002854338.1	WP_063397244.1	64.5	8.72E-07	820	571	418	50	18.182	1723647	tetratricopeptide repeat protein [Prochlorococcus sp. MIT 1303]	Prochlorococcus sp. MIT 1303	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus								
WP_002854338.1	WP_083766495.1	64.5	8.74E-07	820	585	284	33	18.662	181663	tetratricopeptide repeat protein [Desulfococcus oleovorans]	Desulfococcus oleovorans	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus								
WP_002854338.1	KYC51859.1	63.8	8.81E-07	820	411	244	29	22.541	1705409	lipoprotein NlpI [Arc I group archaeon U1lsi0528_Bin055]	Arc I group archaeon U1lsi0528_Bin055	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	unclassified Methanomicrobia	Arc I group									
WP_002854338.1	KYC51859.1	60.7	9.12E-06	820	411	239	29	20.921	1705409	lipoprotein NlpI [Arc I group archaeon U1lsi0528_Bin055]	Arc I group archaeon U1lsi0528_Bin055	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	unclassified Methanomicrobia	Arc I group									
WP_002854338.1	OGI01385.1	64.5	8.84E-07	820	629	533	63	15.76	1801606	hypothetical protein A2Y25_02710 [Candidatus Melainabacteria bacterium GWF2_37_15]	Candidatus Melainabacteria bacterium GWF2_37_15	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Candidatus Melainabacteria	unclassified Candidatus Melainabacteria										
WP_002854338.1	WP_083849261.1	64.5	8.97E-07	820	659	334	35	17.665	247490	serine protease [Candidatus Jettenia caeni]	Candidatus Jettenia caeni	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Jettenia								
WP_002854338.1	WP_015283081.1	64.9	9E-07	820	1295	583	83	13.722	673860	tetratricopeptide repeat protein [Aciduliprofundum sp. MAR08-339]	Aciduliprofundum sp. MAR08-339	cellular organisms	Archaea	Euryarchaeota	Diaforarchaea group	DHVE2 group	Aciduliprofundum										
WP_002854338.1	WP_015283081.1	59.2	4.86E-05	820	1295	707	83	15.417	673860	tetratricopeptide repeat protein [Aciduliprofundum sp. MAR08-339]	Aciduliprofundum sp. MAR08-339	cellular organisms	Archaea	Euryarchaeota	Diaforarchaea group	DHVE2 group	Aciduliprofundum										
WP_002854338.1	XP_021945224.1	64.5	9.05E-07	820	718	361	40	18.006	158441	transmembrane and TPR repeat-containing protein 1-like [Folsomia candida]	Folsomia candida	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Collembola	Entomobryomorpha	Isotomoidea
WP_002854338.1	RJP74793.1	64.5	9.05E-07	820	792	175	20	22.857	2093361	DUF2723 domain-containing protein [Candidatus Abyssubacteria bacterium SURF_17]	Candidatus Abyssubacteria bacterium SURF_17	cellular organisms	Bacteria	PVC group	Candidatus Abyssubacteria												
WP_002854338.1	WP_045916176.1	64.2	9.15E-07	820	536	377	47	18.037	784;1359186	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	WP_045916176.1	58	8.18E-05	820	536	395	47	17.722	784;1359186	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	WP_045916176.1	54.9	0.000694	820	536	372	47	16.398	784;1359186	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	WP_096693774.1	64.5	9.26E-07	820	603	434	78	17.051	1186	MULTISPECIES: tetratricopeptide repeat protein [Calothrix]	Calothrix	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Rivulariaceae									
WP_002854338.1	WP_096693774.1	63.4	1.74E-06	820	603	367	78	18.801	1186	MULTISPECIES: tetratricopeptide repeat protein [Calothrix]	Calothrix	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Rivulariaceae									
WP_002854338.1	TAM81981.1	64.2	9.34E-07	820	538	397	47	19.647	1978231	tetratricopeptide repeat protein [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	PJB68228.1	64.5	9.36E-07	820	707	312	37	20.192	1973904	hypothetical protein CO094_01750 [Anaerolineae bacterium CG_4_9_14_3_um_filter_57_17]	Anaerolineae bacterium CG_4_9_14_3_um_filter_57_17	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	Anaerolineae	unclassified Anaerolineae										
WP_002854338.1	PID57041.1	64.9	9.38E-07	820	1243	649	79	15.871	2044937	hypothetical protein CSB45_08980 [candidate division KSB3 bacterium]	candidate division KSB3 bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division KSB3											
WP_002854338.1	PID57041.1	62.2	6.41E-06	820	1243	664	79	15.964	2044937	hypothetical protein CSB45_08980 [candidate division KSB3 bacterium]	candidate division KSB3 bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division KSB3											
WP_002854338.1	PID57041.1	58	0.000133	820	1243	663	79	16.29	2044937	hypothetical protein CSB45_08980 [candidate division KSB3 bacterium]	candidate division KSB3 bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division KSB3											
WP_002854338.1	XP_029045664.1	64.5	9.42E-07	820	715	326	37	17.485	1437191	protein O-mannosyl-transferase TMTC4-like [Osmia bicornis bicornis]	Osmia bicornis bicornis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota
WP_002854338.1	WP_004620254.1	64.5	9.47E-07	820	587	497	59	16.901	29362;588581	tetratricopeptide repeat protein [Ruminiclostridium papyrosolvens]	Ruminiclostridium papyrosolvens	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium								
WP_002854338.1	PYV17153.1	63.8	9.5E-07	820	393	258	28	20.543	1978231	hypothetical protein DMG21_09155 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	RIJ88909.1	64.5	9.51E-07	820	618	403	45	16.377	2172549	hypothetical protein DB853_16615 [Candidatus Brocadia sp.]	Candidatus Brocadia sp.	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Brocadia								
WP_002854338.1	OQY99265.1	63	9.52E-07	820	309	250	29	20.4	1961114	hypothetical protein B6D35_09725 [Candidatus Brocadia sp. UTAMX2]	Candidatus Brocadia sp. UTAMX2	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Brocadia								
WP_002854338.1	KKR08921.1	64.2	9.54E-07	820	487	518	59	15.251	1619064;1619067	SLEI family protein [Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17]	Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Peregrinibacteria	unclassified Candidatus Peregrinibacteria										
WP_002854338.1	WP_045913453.1	64.2	9.54E-07	820	503	401	47	17.706	784;1441384	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	WP_045913453.1	58	8.86E-05	820	503	249	47	21.687	784;1441384	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	WP_045913453.1	55.7	0.00042	820	503	217	47	23.041	784;1441384	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	XP_004032496.1	64.9	9.55E-07	820	1212	722	80	16.066	5932	tpr repeat protein [Ichthyophthirius multifiliis]	Ichthyophthirius multifiliis	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Ophryoglenina	Ichthyophthirius							
WP_002854338.1	XP_004032496.1	59.9	3.21E-05	820	1212	674	80	16.024	5932	tpr repeat protein [Ichthyophthirius multifiliis]	Ichthyophthirius multifiliis	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Ophryoglenina	Ichthyophthirius							
WP_002854338.1	RMD83695.1	63.4	1E-06	820	375	239	28	20.084	2080303	tetratricopeptide repeat protein [Candidatus Dadabacteria bacterium]	Candidatus Dadabacteria bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Dadabacteria											
WP_002854338.1	XP_017170683.1	64.5	1.01E-06	820	859	452	47	19.248	10090	PREDICTED: tetratricopeptide repeat protein 6 isoform X11 [Mus musculus]	Mus musculus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	XP_025409291.1	64.9	1.01E-06	820	1160	436	60	18.349	143950	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase-like [Sipha flava]	Sipha flava	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota
WP_002854338.1	XP_025409291.1	56.1	0.000491	820	1160	374	60	17.112	143950	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase-like [Sipha flava]	Sipha flava	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota
WP_002854338.1	GBE38644.1	64.5	1.01E-06	820	851	631	80	15.214	2005731	TPR repeat-containing protein YrrB [bacterium BMS3Bbin08]	bacterium BMS3Bbin08	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	GBE38644.1	59.2	5.18E-05	820	851	690	80	15.797	2005731	TPR repeat-containing protein YrrB [bacterium BMS3Bbin08]	bacterium BMS3Bbin08	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	WP_039658129.1	64.5	1.01E-06	820	836	415	48	16.627	1519	J domain-containing protein [Clostridium tyrobutyricum]	Clostridium tyrobutyricum	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium								
WP_002854338.1	WP_036501462.1	64.5	1.01E-06	820	930	570	60	16.491	1229	PEP-CTERM system TPR-repeat protein PrsT [Nitrosococcus oceani]	Nitrosococcus oceani	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus									
WP_002854338.1	EAW65840.1	64.9	1.01E-06	820	1563	393	47	19.847	9606	tetratricopeptide repeat domain 6, isoform CRA_d [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	WP_106679358.1	64.2	1.02E-06	820	463	278	32	20.863	1520893	tetratricopeptide repeat protein [Mesoflavibacter sabulilitoris]	Mesoflavibacter sabulilitoris	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter							
WP_002854338.1	OYT23733.1	64.5	1.02E-06	820	623	407	77	17.445	2004994	hypothetical protein CCU27_07800 [Nitrospira sp. UW-LDO-02]	Nitrospira sp. UW-LDO-02	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira									
WP_002854338.1	OYT23733.1	54.9	0.000894	820	623	327	77	16.514	2004994	hypothetical protein CCU27_07800 [Nitrospira sp. UW-LDO-02]	Nitrospira sp. UW-LDO-02	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira									
WP_002854338.1	WP_085500621.1	64.5	1.02E-06	820	1106	474	55	17.722	188872	DUF5107 domain-containing protein [Arenibacter troitsensis]	Arenibacter troitsensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter							
WP_002854338.1	WP_129214495.1	64.5	1.03E-06	820	751	412	49	18.689	2026760	tetratricopeptide repeat protein [Candidatus Marinimicrobia bacterium]	Candidatus Marinimicrobia bacterium	cellular organisms	Bacteria	FCB group	Candidatus Marinimicrobia												
WP_002854338.1	GAK57642.1	64.5	1.04E-06	820	748	320	36	20.938	1499967	conserved hypothetical TPR repeat protein [Candidatus Vecturithrix granuli]	Candidatus Vecturithrix granuli	cellular organisms	Bacteria	unclassified Bacteria	Candidatus Vecturithrix												
WP_002854338.1	WP_109455753.1	63.8	1.04E-06	820	467	411	45	18.491	784	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	GAB62757.1	64.2	1.06E-06	820	619	334	35	17.665	247490	peptidase [Candidatus Jettenia caeni]	Candidatus Jettenia caeni	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Jettenia								
WP_002854338.1	OGD22457.1	64.5	1.06E-06	820	770	254	30	18.11	1797273	hypothetical protein A2W03_02515 [Candidatus Aminicenantes bacterium RBG_16_63_16]	Candidatus Aminicenantes bacterium RBG_16_63_16	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aminicenantes	unclassified Aminicenantes										
WP_002854338.1	WP_090412552.1	64.5	1.08E-06	820	930	441	52	19.728	44576	PEP-CTERM system TPR-repeat protein PrsT [Nitrosomonas halophila]	Nitrosomonas halophila	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas									
WP_002854338.1	WP_113614701.1	64.5	1.09E-06	820	1026	237	27	26.582	2184080	tetratricopeptide repeat protein [Chitinophaga sp. GDMCC 1.1325]	Chitinophaga sp. GDMCC 1.1325	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga							
WP_002854338.1	WP_010881239.1	63	1.09E-06	820	342	207	24	17.874	63363;224324	tetratricopeptide repeat protein [Aquifex aeolicus]	Aquifex aeolicus	cellular organisms	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex									
WP_002854338.1	PIQ88066.1	64.2	1.1E-06	820	593	384	42	19.01	1974747	hypothetical protein COV73_00820, partial [Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_43_6]	Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_43_6	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica											
