taxid	protein	species	1	2	3	4	5	6	7	8																									
1802590	hypothetical protein A2Y85_04365 [candidate division WOR-3 bacterium RBG_13_43_14]	candidate division WOR-3 bacterium RBG_13_43_14	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division WOR-3																												
2212469	tetratricopeptide repeat protein, partial [Calditrichaeota bacterium]	Calditrichaeota bacterium	cellular organisms	Bacteria	Calditrichaeota	unclassified Calditrichaeota																													
2052166	hypothetical protein DK841_08965 [Candidatus Melainabacteria bacterium]	Candidatus Melainabacteria bacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Candidatus Melainabacteria	unclassified Candidatus Melainabacteria																											
9601	TTC6 isoform 7 [Pongo abelii]	Pongo abelii	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Ponginae	Pongo			
671068	conserved exported hypothetical protein [Planktothrix serta PCC 8927]	Planktothrix serta PCC 8927	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix serta																							
671068	conserved exported hypothetical protein [Planktothrix serta PCC 8927]	Planktothrix serta PCC 8927	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix serta																							
1978231	hypothetical protein DMG82_27895, partial [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
1353266	hypothetical protein SYN63AY4M2_12265 [Synechococcus sp. 63AY4M2]	Synechococcus sp. 63AY4M2	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus																									
1036679	tetratricopeptide repeat protein [Methanosarcina spelaei]	Methanosarcina spelaei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
1898104	hypothetical protein DSY76_08765 [Bacteroidetes bacterium]	Bacteroidetes bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																										
10141	LOW QUALITY PROTEIN: tetratricopeptide repeat protein 6 [Cavia porcellus]	Cavia porcellus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Glires	Rodentia	Hystricomorpha	Caviidae	Cavia						
2026887	tetratricopeptide repeat protein [Nitrospirae bacterium]	Nitrospirae bacterium	cellular organisms	Bacteria	Nitrospirae	unclassified Nitrospirae																													
2026781	hypothetical protein C6500_20915 [Candidatus Poribacteria bacterium]	Candidatus Poribacteria bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Poribacteria																												
1635278	Peptidase [candidate division TA06 bacterium 32_111]	candidate division TA06 bacterium 32_111	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division TA06																												
1483600	tetratricopeptide repeat protein [Methanosarcina sp. 2.H.A.1B.4]	Methanosarcina sp. 2.H.A.1B.4	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
388466	tetratricopeptide repeat protein [Edaphobacter modestus]	Edaphobacter modestus	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter																										
1348163	tetratricopeptide repeat protein [Desulfocarbo indianensis]	Desulfocarbo indianensis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfocarbo																									
2512262	tetratricopeptide repeat protein [Candidatus Scalindua sp. SCAELEC01]	Candidatus Scalindua sp. SCAELEC01	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua																									
2512262	tetratricopeptide repeat protein [Candidatus Scalindua sp. SCAELEC01]	Candidatus Scalindua sp. SCAELEC01	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua																									
1509431	TPR Domain containing protein [Candidatus Magnetomorum sp. HK-1]	Candidatus Magnetomorum sp. HK-1	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Candidatus Magnetomorum																									
399100	tetratricopeptide repeat protein [Phormidium willei]	Phormidium willei	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Oscillatoriaceae	Phormidium																								
1962290	tetratricopeptide repeat protein [Leptolyngbya ohadii]	Leptolyngbya ohadii	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Leptolyngbyaceae	Leptolyngbya																									
1801973	hypothetical protein A3J73_02355 [Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_38_41]	Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_38_41	cellular organisms	Bacteria	PVC group	Planctomycetes	unclassified Planctomycetes																												
2053570	hypothetical protein DRP99_06375, partial [Candidatus Latescibacteria bacterium]	Candidatus Latescibacteria bacterium	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria																												
235205	Tetratricopeptide TPR_1 repeat-containingprotein [Bathymodiolus azoricus thioautotrophic gill symbiont]	Bathymodiolus azoricus thioautotrophic gill symbiont	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified Gammaproteobacteria	sulfur-oxidizing symbionts																											
235205	Tetratricopeptide TPR_1 repeat-containingprotein [Bathymodiolus azoricus thioautotrophic gill symbiont]	Bathymodiolus azoricus thioautotrophic gill symbiont	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified Gammaproteobacteria	sulfur-oxidizing symbionts																											
29384	putative glycosyltransferase [Staphylococcus kloosii]	Staphylococcus kloosii	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus																									
1978231	hypothetical protein DMF71_03155 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
784	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia																									
1436998	conserved hypothetical protein [Nitrospira lenta]	Nitrospira lenta	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira																										
1380348	tetratricopeptide repeat protein [Acidobacteriaceae bacterium URHE0068]	Acidobacteriaceae bacterium URHE0068	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	unclassified Acidobacteriaceae																										
1284222	tetratricopeptide repeat protein [Candiadtus Scalindua japonica]	Candiadtus Scalindua japonica	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua																									
9606	tetratricopeptide repeat domain 6, isoform CRA_b [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Homininae	Homo			
174633	hypothetical protein kuste3493 [Candidatus Kuenenia stuttgartiensis]	Candidatus Kuenenia stuttgartiensis	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Kuenenia																									
2173175	tetratricopeptide repeat protein [Pedobacter sp. FJ4-8]	Pedobacter sp. FJ4-8	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter																								
1978231	hypothetical protein DMG10_01995 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
1811713	Cellulose synthase operon protein C precursor [Syntrophus sp. PtaU1.Bin208]	Syntrophus sp. PtaU1.Bin208	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus																									
1811713	Cellulose synthase operon protein C precursor [Syntrophus sp. PtaU1.Bin208]	Syntrophus sp. PtaU1.Bin208	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus																									
2382161	tetratricopeptide repeat protein [Halocella sp. SP3-1]	Halocella sp. SP3-1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halocella																									
1660156	hypothetical protein ABS71_08340 [bacterium SCN 62-11]	bacterium SCN 62-11	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
393003	TolA-binding protein [Chitinophaga ginsengisegetis]	Chitinophaga ginsengisegetis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga																								
2562284	tetratricopeptide repeat protein [Pseudolabrys sp. FHR47]	Pseudolabrys sp. FHR47	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys																										
2562284	tetratricopeptide repeat protein [Pseudolabrys sp. FHR47]	Pseudolabrys sp. FHR47	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys																										
1798282	hypothetical protein A3F17_00350 [Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_15]	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_15	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified Gammaproteobacteria	unclassified Gammaproteobacteria (miscellaneous)																											
1860086	hypothetical protein BM557_08730 [Flavobacterium sp. MedPE-SWcel]	Flavobacterium sp. MedPE-SWcel	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																								
570835	serine/threonine-protein kinase [Edaphobacter aggregans]	Edaphobacter aggregans	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter																										
400727	hypothetical protein C0Q70_11285 [Pomacea canaliculata]	Pomacea canaliculata	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Lophotrochozoa	Mollusca	Gastropoda	Caenogastropoda	Architaenioglossa	Ampullarioidea	Ampullariidae	Pomacea																		
1986666	hypothetical protein CBC60_02385 [Betaproteobacteria bacterium TMED100]	Betaproteobacteria bacterium TMED100	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	unclassified Betaproteobacteria	unclassified Betaproteobacteria (miscellaneous)																											
1473580	tetratricopeptide repeat protein [Defluviitalea phaphyphila]	Defluviitalea phaphyphila	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitalea																									
1284222	hypothetical protein SCALIN_C27_0105 [Candiadtus Scalindua japonica]	Candiadtus Scalindua japonica	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Scalindua																									
2026735	tetratricopeptide repeat protein [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																										
2026735	tetratricopeptide repeat protein [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																										
2026735	tetratricopeptide repeat protein [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																										
837	tetratricopeptide repeat protein [Porphyromonas gingivalis]	Porphyromonas gingivalis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas																								
1705564	lipoprotein NlpI [Arc I group archaeon U1lsi0528_Bin089]	Arc I group archaeon U1lsi0528_Bin089	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	unclassified Methanomicrobia	Arc I group																										
314275	PEP-CTERM system TPR-repeat protein PrsT [Alteromonas mediterranea]	Alteromonas mediterranea	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas																										
837	hypothetical protein EG14_06915 [Porphyromonas gingivalis]	Porphyromonas gingivalis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas																								
59620	TPR repeat-containing protein yrrB [uncultured Clostridium sp.]	uncultured Clostridium sp.	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	environmental samples																								
59620	TPR repeat-containing protein yrrB [uncultured Clostridium sp.]	uncultured Clostridium sp.	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	environmental samples																								
2026735	tetratricopeptide repeat protein [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																										
784	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia																									
9606	tetratricopeptide repeat domain 6, isoform CRA_c [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Homininae	Homo			
