taxid	protein	species	1	2	3	4	5	6	7	8																											
310752	intraflagellar transport protein 88 homolog isoform X1 [Balaenoptera acutorostrata scammoni]	Balaenoptera acutorostrata scammoni	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Cetartiodactyla	Cetacea	Mysticeti	Balaenopteridae	Balaenoptera	Balaenoptera acutorostrata							
109478	PREDICTED: intraflagellar transport protein 88 homolog isoform X6 [Myotis brandtii]	Myotis brandtii	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Chiroptera	Microchiroptera	Vespertilionidae	Myotis									
1434842	tetratricopeptide repeat protein [Sphingobacterium sp. JB170]	Sphingobacterium sp. JB170	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium																										
47678	tetratricopeptide repeat protein [Bacteroides caccae]	Bacteroides caccae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																										
47678	tetratricopeptide repeat protein [Bacteroides caccae]	Bacteroides caccae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																										
47678	tetratricopeptide repeat protein [Bacteroides caccae]	Bacteroides caccae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																										
47678	tetratricopeptide repeat protein [Bacteroides caccae]	Bacteroides caccae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																										
13616	PREDICTED: intraflagellar transport protein 88 homolog isoform X3 [Monodelphis domestica]	Monodelphis domestica	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Metatheria	Didelphimorphia	Didelphidae	Didelphinae	Monodelphis											
1506586	tetratricopeptide repeat protein [Methylophilus sp. Q8]	Methylophilus sp. Q8	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus																												
1510	DUF5050 domain-containing protein [Thermoclostridium stercorarium]	Thermoclostridium stercorarium	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Thermoclostridium																											
2052935	tetratricopeptide repeat protein [Methanolobus sp. SY-01]	Methanolobus sp. SY-01	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus																											
1155689	tetratricopeptide repeat protein [Psychroflexus salarius]	Psychroflexus salarius	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus																										
1155689	tetratricopeptide repeat protein [Psychroflexus salarius]	Psychroflexus salarius	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus																										
136094	tetratricopeptide repeat protein [Thermocrinis albus]	Thermocrinis albus	cellular organisms	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis																												
136094	tetratricopeptide repeat protein [Thermocrinis albus]	Thermocrinis albus	cellular organisms	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis																												
2026724	tetratricopeptide repeat protein [Chloroflexi bacterium]	Chloroflexi bacterium	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	unclassified Chloroflexi	unclassified Chloroflexi (miscellaneous)																													
13735	tetratricopeptide repeat protein 21B isoform X2 [Pelodiscus sinensis]	Pelodiscus sinensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Archelosauria	Testudines	Cryptodira	Trionychia	Trionychidae	Pelodiscus										
1666905	hypothetical protein HLUCCO16_01235 [Phormidium sp. OSCR]	Phormidium sp. OSCR	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Oscillatoriaceae	Phormidium																										
9999	intraflagellar transport protein 88 homolog isoform X1 [Urocitellus parryii]	Urocitellus parryii	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Glires	Rodentia	Sciuromorpha	Sciuridae	Xerinae	Marmotini	Urocitellus						
35570	PREDICTED: tetratricopeptide repeat protein 28 [Stomoxys calcitrans]	Stomoxys calcitrans	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota	Neoptera	Holometabola	Diptera	Brachycera	Muscomorpha	Eremoneura	Cyclorrhapha	Schizophora	Calyptratae	Muscoidea	Muscidae	Muscinae	Stomoxyini	Stomoxys					
241145	tetratricopeptide repeat protein [Salegentibacter holothuriorum]	Salegentibacter holothuriorum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter																										
241145	tetratricopeptide repeat protein [Salegentibacter holothuriorum]	Salegentibacter holothuriorum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter																										
55206	tetratricopeptide repeat protein [Sediminispirochaeta smaragdinae]	Sediminispirochaeta smaragdinae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta																												
1699412	tetratricopeptide repeat protein [Confluentibacter lentus]	Confluentibacter lentus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Confluentibacter																										
1699412	tetratricopeptide repeat protein [Confluentibacter lentus]	Confluentibacter lentus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Confluentibacter																										
1699412	tetratricopeptide repeat protein [Confluentibacter lentus]	Confluentibacter lentus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Confluentibacter																										
1699412	tetratricopeptide repeat protein [Confluentibacter lentus]	Confluentibacter lentus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Confluentibacter																										
2212469	tetratricopeptide repeat protein [Calditrichaeota bacterium]	Calditrichaeota bacterium	cellular organisms	Bacteria	Calditrichaeota	unclassified Calditrichaeota																															
2212469	tetratricopeptide repeat protein [Calditrichaeota bacterium]	Calditrichaeota bacterium	cellular organisms	Bacteria	Calditrichaeota	unclassified Calditrichaeota																															
1003	tetratricopeptide repeat protein [Thermoflexibacter ruber]	Thermoflexibacter ruber	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	unclassified Cytophagales	Thermoflexibacter																										
1811690	lipoprotein NlpI [Methanosaeta sp. PtaB.Bin087]	Methanosaeta sp. PtaB.Bin087	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix																											
1811690	lipoprotein NlpI [Methanosaeta sp. PtaB.Bin087]	Methanosaeta sp. PtaB.Bin087	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix																											
29073	PREDICTED: intraflagellar transport protein 88 homolog isoform X3 [Ursus maritimus]	Ursus maritimus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Carnivora	Caniformia	Ursidae	Ursus									
421525	tetratricopeptide repeat protein [Chryseobacterium haifense]	Chryseobacterium haifense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium																										
718286	tetratricopeptide repeat protein [Candidatus Nitrosopumilus sp. NM25]	Candidatus Nitrosopumilus sp. NM25	cellular organisms	Archaea	TACK group	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus																												
491861	intraflagellar transport protein 88 homolog isoform X3 [Grammomys surdaster]	Grammomys surdaster	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Glires	Rodentia	Myomorpha	Muroidea	Muridae	Murinae	Grammomys						
2053308	hypothetical protein C0603_07225 [Denitrovibrio sp.]	Denitrovibrio sp.	cellular organisms	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Denitrovibrio																												
162156	tol-pal system protein YbgF [uncultured Bacteroides sp.]	uncultured Bacteroides sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																									
162156	tol-pal system protein YbgF [uncultured Bacteroides sp.]	uncultured Bacteroides sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																									
162156	tol-pal system protein YbgF [uncultured Bacteroides sp.]	uncultured Bacteroides sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																									
1263038	putative uncharacterized protein [Bacteroides cellulosilyticus CAG:158]	Bacteroides cellulosilyticus CAG:158	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																									
1263038	putative uncharacterized protein [Bacteroides cellulosilyticus CAG:158]	Bacteroides cellulosilyticus CAG:158	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																									
1263038	putative uncharacterized protein [Bacteroides cellulosilyticus CAG:158]	Bacteroides cellulosilyticus CAG:158	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																									
2502784	tetratricopeptide repeat protein [Flavobacterium sp. 1E403]	Flavobacterium sp. 1E403	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																										
2502784	tetratricopeptide repeat protein [Flavobacterium sp. 1E403]	Flavobacterium sp. 1E403	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																										
2025313	tetratricopeptide repeat protein [Hymenobacter jeollabukensis]	Hymenobacter jeollabukensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter																										
2025313	tetratricopeptide repeat protein [Hymenobacter jeollabukensis]	Hymenobacter jeollabukensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter																										
2025313	tetratricopeptide repeat protein [Hymenobacter jeollabukensis]	Hymenobacter jeollabukensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter																										
1515617	tetratricopeptide repeat protein [Porphyromonas sp. COT-290 OH3588]	Porphyromonas sp. COT-290 OH3588	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas																										
2026799	hypothetical protein DME97_02540 [Verrucomicrobia bacterium]	Verrucomicrobia bacterium	cellular organisms	Bacteria	PVC group	Verrucomicrobia	unclassified Verrucomicrobia	unclassified Verrucomicrobia (miscellaneous)																													
1912212	PEP-CTERM system TPR-repeat protein PrsT [Methylocaldum sp. SAD2]	Methylocaldum sp. SAD2	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum																												
1936993	hypothetical protein KDAU_36620 [Dictyobacter aurantiacus]	Dictyobacter aurantiacus	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter																											
10141	intraflagellar transport protein 88 homolog isoform X1 [Cavia porcellus]	Cavia porcellus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Glires	Rodentia	Hystricomorpha	Caviidae	Cavia								
388467	RfbC [Planktothrix agardhii NIVA-CYA 126/8]	Planktothrix agardhii NIVA-CYA 126/8	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix agardhii																									
388467	RfbC [Planktothrix agardhii NIVA-CYA 126/8]	Planktothrix agardhii NIVA-CYA 126/8	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix agardhii																									
2212651	tetratricopeptide repeat protein [Flavobacterium sp. IMCC34759]	Flavobacterium sp. IMCC34759	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																										
2212651	tetratricopeptide repeat protein [Flavobacterium sp. IMCC34759]	Flavobacterium sp. IMCC34759	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																										
2172550	hypothetical protein DRQ00_06475, partial [candidate division KSB1 bacterium]	candidate division KSB1 bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	candidate division KSB1	unclassified candidate division KSB1																													
2208	tetratricopeptide repeat protein [Methanosarcina barkeri]	Methanosarcina barkeri	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																											
