qaccver	saccver	bitscore	eval	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p	q
WP_002851328.1	WP_053827242.1	59.5	3.74E-05	788	996	595	78	12.941	1627894	tetratricopeptide repeat protein [Lascolabacillus massiliensis]	Lascolabacillus massiliensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Lascolabacillus								
WP_002851328.1	WP_053827242.1	55.7	0.000587	788	996	435	78	15.632	1627894	tetratricopeptide repeat protein [Lascolabacillus massiliensis]	Lascolabacillus massiliensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Lascolabacillus								
WP_002851328.1	WP_123397936.1	69.9	2.03E-08	788	996	372	46	15.86	2006847;2486464;2486465;2486467	MULTISPECIES: tetratricopeptide repeat protein [unclassified Muribaculaceae]	unclassified Muribaculaceae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae									
WP_002851328.1	RLB11597.1	69.6	2.03E-08	788	525	483	56	13.872	2026735	hypothetical protein DRG27_00870 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	WP_011612094.1	70.3	2.03E-08	788	1154	617	75	14.749	1206;203124	tetratricopeptide repeat protein [Trichodesmium erythraeum]	Trichodesmium erythraeum	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Trichodesmium								
WP_002851328.1	RUM60216.1	69.9	2.04E-08	788	933	380	49	17.895	2060922	hypothetical protein DSY66_04755 [Persephonella sp.]	Persephonella sp.	cellular organisms	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella										
WP_002851328.1	RUM60216.1	59.2	4.89E-05	788	933	370	49	15.676	2060922	hypothetical protein DSY66_04755 [Persephonella sp.]	Persephonella sp.	cellular organisms	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella										
WP_002851328.1	WP_100314601.1	70.3	2.05E-08	788	1061	363	45	14.325	454188	tetratricopeptide repeat protein [Thermoflavifilum aggregans]	Thermoflavifilum aggregans	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Thermoflavifilum								
WP_002851328.1	ABM27493.1	70.3	2.07E-08	788	1070	432	70	13.426	391774	Tetratricopeptide TPR_2 repeat protein [Desulfovibrio vulgaris DP4]	Desulfovibrio vulgaris DP4	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris								
WP_002851328.1	ABM27493.1	59.9	3.01E-05	788	1070	554	70	12.996	391774	Tetratricopeptide TPR_2 repeat protein [Desulfovibrio vulgaris DP4]	Desulfovibrio vulgaris DP4	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris								
WP_002851328.1	WP_048184135.1	70.3	2.08E-08	788	1115	650	75	12.923	38027	tetratricopeptide repeat protein [Methanosarcina siciliae]	Methanosarcina siciliae	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina									
WP_002851328.1	OIP69505.1	70.3	2.08E-08	788	1211	620	78	12.419	1805029	hypothetical protein AUK42_05125 [Candidatus Atribacteria bacterium CG2_30_33_13]	Candidatus Atribacteria bacterium CG2_30_33_13	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Atribacteria	unclassified Atribacteria											
WP_002851328.1	OIP69505.1	67.6	1.44E-07	788	1211	685	78	12.409	1805029	hypothetical protein AUK42_05125 [Candidatus Atribacteria bacterium CG2_30_33_13]	Candidatus Atribacteria bacterium CG2_30_33_13	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Atribacteria	unclassified Atribacteria											
WP_002851328.1	OIP69505.1	59.2	4.72E-05	788	1211	272	78	17.647	1805029	hypothetical protein AUK42_05125 [Candidatus Atribacteria bacterium CG2_30_33_13]	Candidatus Atribacteria bacterium CG2_30_33_13	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Atribacteria	unclassified Atribacteria											
WP_002851328.1	WP_081428810.1	69.9	2.09E-08	788	1076	432	70	13.426	881	tetratricopeptide repeat protein [Desulfovibrio vulgaris]	Desulfovibrio vulgaris	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio									
WP_002851328.1	WP_081428810.1	59.9	2.99E-05	788	1076	554	70	12.996	881	tetratricopeptide repeat protein [Desulfovibrio vulgaris]	Desulfovibrio vulgaris	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio									
WP_002851328.1	XP_018091362.1	70.3	2.1E-08	788	1320	419	51	15.752	8355	PREDICTED: tetratricopeptide repeat protein 21B-like [Xenopus laevis]	Xenopus laevis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amphibia
WP_002851328.1	OYV09995.1	68.4	2.11E-08	788	328	301	38	17.608	1917474	TPR-repeat-containing protein [Methanosaeta sp. ASO1]	Methanosaeta sp. ASO1	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix									
WP_002851328.1	WP_095895346.1	69.9	2.12E-08	788	1002	503	70	15.905	1848904	tetratricopeptide repeat protein [Capnocytophaga stomatis]	Capnocytophaga stomatis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga								
WP_002851328.1	WP_095895346.1	61.1	1.36E-05	788	1002	552	70	14.855	1848904	tetratricopeptide repeat protein [Capnocytophaga stomatis]	Capnocytophaga stomatis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga								
WP_002851328.1	WP_095895346.1	56.5	0.000335	788	1002	405	70	14.321	1848904	tetratricopeptide repeat protein [Capnocytophaga stomatis]	Capnocytophaga stomatis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga								
WP_002851328.1	WP_114065674.1	69.9	2.13E-08	788	1005	694	80	13.977	2259595	tetratricopeptide repeat protein [Runella sp. HYN0085]	Runella sp. HYN0085	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella								
WP_002851328.1	RKX68338.1	69.9	2.13E-08	788	699	474	61	13.924	2202144	hypothetical protein DRP60_18175, partial [Spirochaetes bacterium]	Spirochaetes bacterium	cellular organisms	Bacteria	Spirochaetes	unclassified Spirochaetes													
WP_002851328.1	RKX68338.1	62.6	3.87E-06	788	699	341	61	12.903	2202144	hypothetical protein DRP60_18175, partial [Spirochaetes bacterium]	Spirochaetes bacterium	cellular organisms	Bacteria	Spirochaetes	unclassified Spirochaetes													
WP_002851328.1	PYT19220.1	69.9	2.14E-08	788	855	609	77	13.957	1978231	hypothetical protein DMG59_01060 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)												
WP_002851328.1	RKD85178.1	69.9	2.14E-08	788	1020	461	71	16.486	1261403	tetratricopeptide repeat protein [Mangrovibacterium diazotrophicum]	Mangrovibacterium diazotrophicum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Mangrovibacterium								
WP_002851328.1	RKD85178.1	63	2.94E-06	788	1020	514	71	13.813	1261403	tetratricopeptide repeat protein [Mangrovibacterium diazotrophicum]	Mangrovibacterium diazotrophicum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Mangrovibacterium								
WP_002851328.1	RKD85178.1	61.9	7.46E-06	788	1020	488	71	14.549	1261403	tetratricopeptide repeat protein [Mangrovibacterium diazotrophicum]	Mangrovibacterium diazotrophicum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Mangrovibacterium								
WP_002851328.1	XP_027317831.1	70.3	2.14E-08	788	1338	438	52	15.982	8839	tetratricopeptide repeat protein 21B [Anas platyrhynchos]	Anas platyrhynchos	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	GBC84290.1	69.6	2.16E-08	788	671	531	65	14.689	2035406	Beta-barrel assembly-enhancing protease [bacterium HR11]	bacterium HR11	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)													
WP_002851328.1	WP_088617914.1	69.9	2.17E-08	788	807	538	64	17.286	1704499	tetratricopeptide repeat protein [Methylovulum psychrotolerans]	Methylovulum psychrotolerans	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylovulum										
WP_002851328.1	RLC06437.1	69.9	2.18E-08	788	870	572	68	12.238	2026735	hypothetical protein DRH34_00565 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	RCK79968.1	69.2	2.18E-08	788	481	493	69	15.619	2268124	hypothetical protein OZSIB_3837 [Candidatus Ozemobacter sibiricus]	Candidatus Ozemobacter sibiricus	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Riflebacteria	Candidatus Ozemobacteria	Candidatus Ozemobacterales	Candidatus Ozemobacteraceae	Candidatus Ozemobacter								
WP_002851328.1	RCK79968.1	63	2.27E-06	788	481	392	69	17.347	2268124	hypothetical protein OZSIB_3837 [Candidatus Ozemobacter sibiricus]	Candidatus Ozemobacter sibiricus	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Riflebacteria	Candidatus Ozemobacteria	Candidatus Ozemobacterales	Candidatus Ozemobacteraceae	Candidatus Ozemobacter								
WP_002851328.1	RJQ38003.1	69.6	2.19E-08	788	572	509	60	16.896	2026770	tetratricopeptide repeat protein [Nitrospiraceae bacterium]	Nitrospiraceae bacterium	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	unclassified Nitrospiraceae										
WP_002851328.1	TMC64256.1	69.2	2.2E-08	788	471	473	60	14.376	2026724	tetratricopeptide repeat protein [Chloroflexi bacterium]	Chloroflexi bacterium	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	unclassified Chloroflexi	unclassified Chloroflexi (miscellaneous)											
WP_002851328.1	WP_137686096.1	69.2	2.2E-08	788	474	489	61	14.928	644383;2490863	tetratricopeptide repeat protein [Thermosporothrix hazakensis]	Thermosporothrix hazakensis	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix									
WP_002851328.1	WP_062946068.1	69.9	2.2E-08	788	1226	443	65	14.898	118562;1738638	tetratricopeptide repeat protein [Arthrospira platensis]	Arthrospira platensis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Arthrospira								
WP_002851328.1	WP_062946068.1	64.2	1.49E-06	788	1226	426	65	15.258	118562;1738638	tetratricopeptide repeat protein [Arthrospira platensis]	Arthrospira platensis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Arthrospira								
WP_002851328.1	WP_062946068.1	61.5	9.47E-06	788	1226	448	65	14.286	118562;1738638	tetratricopeptide repeat protein [Arthrospira platensis]	Arthrospira platensis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Arthrospira								
WP_002851328.1	PKP57131.1	69.9	2.26E-08	788	1138	531	76	12.806	2013676	hypothetical protein CVT91_11340 [Candidatus Atribacteria bacterium HGW-Atribacteria-1]	Candidatus Atribacteria bacterium HGW-Atribacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Atribacteria	unclassified Atribacteria											
WP_002851328.1	PKP57131.1	63.4	2.26E-06	788	1138	470	76	15.745	2013676	hypothetical protein CVT91_11340 [Candidatus Atribacteria bacterium HGW-Atribacteria-1]	Candidatus Atribacteria bacterium HGW-Atribacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Atribacteria	unclassified Atribacteria											
WP_002851328.1	PKP57131.1	62.6	3.86E-06	788	1138	390	76	14.615	2013676	hypothetical protein CVT91_11340 [Candidatus Atribacteria bacterium HGW-Atribacteria-1]	Candidatus Atribacteria bacterium HGW-Atribacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Atribacteria	unclassified Atribacteria											
WP_002851328.1	PKP57131.1	58.8	6.7E-05	788	1138	570	76	14.386	2013676	hypothetical protein CVT91_11340 [Candidatus Atribacteria bacterium HGW-Atribacteria-1]	Candidatus Atribacteria bacterium HGW-Atribacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Atribacteria	unclassified Atribacteria											
WP_002851328.1	WP_048112275.1	69.9	2.29E-08	788	1068	631	75	14.422	1495314	tetratricopeptide repeat protein [Methanoculleus sp. MH98A]	Methanoculleus sp. MH98A	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus									
WP_002851328.1	WP_048112275.1	63.8	1.92E-06	788	1068	478	75	15.69	1495314	tetratricopeptide repeat protein [Methanoculleus sp. MH98A]	Methanoculleus sp. MH98A	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus									
WP_002851328.1	WP_020527277.1	69.9	2.33E-08	788	980	643	76	15.241	70993	tetratricopeptide repeat protein [Flexithrix dorotheae]	Flexithrix dorotheae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flexithrix								
WP_002851328.1	WP_020527277.1	56.5	0.000339	788	980	547	76	12.431	70993	tetratricopeptide repeat protein [Flexithrix dorotheae]	Flexithrix dorotheae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flexithrix								
WP_002851328.1	TDJ74933.1	69.9	2.34E-08	788	946	223	28	15.695	1977087	tetratricopeptide repeat protein [Proteobacteria bacterium]	Proteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	unclassified Proteobacteria	unclassified Proteobacteria (miscellaneous)												
WP_002851328.1	WP_011385218.1	69.6	2.34E-08	788	728	228	29	13.596	84159;342108	tetratricopeptide repeat protein [Magnetospirillum magneticum]	Magnetospirillum magneticum	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum										
WP_002851328.1	GAK36088.1	69.9	2.38E-08	788	1006	644	75	13.975	1121097	TPR repeat protein [Bacteroides graminisolvens DSM 19988 = JCM 15093]	Bacteroides graminisolvens DSM 19988 = JCM 15093	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides graminisolvens							
WP_002851328.1	PIQ91075.1	69.6	2.38E-08	788	783	541	77	15.527	1974745	hypothetical protein COV71_01175 [Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_41_12]	Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_41_12	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica												
WP_002851328.1	PIQ91075.1	63.8	1.85E-06	788	783	400	77	12.75	1974745	hypothetical protein COV71_01175 [Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_41_12]	Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_41_12	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica												
WP_002851328.1	PIQ91075.1	56.1	0.000385	788	783	575	77	13.913	1974745	hypothetical protein COV71_01175 [Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_41_12]	Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_41_12	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica												
WP_002851328.1	PIQ91075.1	54.9	0.000846	788	783	388	77	15.206	1974745	hypothetical protein COV71_01175 [Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_41_12]	Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_41_12	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica												
WP_002851328.1	OPX25273.1	69.6	2.39E-08	788	559	309	36	19.094	1956171	hypothetical protein B1H02_01930 [Candidatus Latescibacteria bacterium 4484_107]	Candidatus Latescibacteria bacterium 4484_107	cellular organisms	Bacteria	FCB group	Candidatus Latescibacteria	unclassified Candidatus Latescibacteria												
WP_002851328.1	WP_055300916.1	69.9	2.4E-08	788	1003	617	71	13.938	818	tetratricopeptide repeat protein [Bacteroides thetaiotaomicron]	Bacteroides thetaiotaomicron	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_055300916.1	59.2	4.45E-05	788	1003	344	71	12.5	818	tetratricopeptide repeat protein [Bacteroides thetaiotaomicron]	Bacteroides thetaiotaomicron	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_094547529.1	69.9	2.4E-08	788	911	390	45	15.641	716817	tetratricopeptide repeat protein [Rubricoccus marinus]	Rubricoccus marinus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Rhodothermaeota	Rhodothermia	Rhodothermales	Rubricoccaceae	Rubricoccus								
WP_002851328.1	KKJ00449.1	69.6	2.4E-08	788	738	598	75	14.381	317619	tetratricopeptide TPR_1 repeat-containing protein [Prochlorothrix hollandica PCC 9006 = CALU 1027]	Prochlorothrix hollandica PCC 9006 = CALU 1027	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Prochlorotrichaceae	Prochlorothrix	Prochlorothrix hollandica								
WP_002851328.1	PIV17948.1	69.9	2.4E-08	788	948	635	78	12.756	2014306	hypothetical protein COS41_06095 [Elusimicrobia bacterium CG03_land_8_20_14_0_80_50_18]	Elusimicrobia bacterium CG03_land_8_20_14_0_80_50_18	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia													
